cell_id,model,n_max,prompt,run,elapsed_ms,prompt_ms,predicted_ms,prompt_tps,predicted_tps,prompt_n,predicted_n,draft_n,draft_n_accepted,mtp_pct,vram_peak_gb,temp_max_c,thermal_flag
wave1-moe-n2-long-p15,moe,2,long,5,7250,45.217,7187.033,88.4623040007077,55.65579008750898,4,400,391,203,50.7,32.77,76,false
wave1-moe-n3-medium-p15,moe,3,medium,1,4717,556.6,4146.077,783.3273445921667,48.238370874443476,436,200,288,105,52.5,33.31,77,false
wave1-moe-n3-medium-p15,moe,3,medium,2,2693,44.187,2635.534,90.52436236902257,52.36130514726807,4,138,183,77,55.8,32.83,73,false
wave1-moe-n3-medium-p15,moe,3,medium,3,3101,43.844,3044.421,91.23255177447312,53.54055828678097,4,163,210,94,57.7,32.83,73,false
wave1-moe-n3-medium-p15,moe,3,medium,4,3684,44.203,3627.827,90.49159559305929,47.68694868856756,4,173,252,90,52.0,32.83,75,false
wave1-moe-n3-medium-p15,moe,3,medium,5,3134,44.528,3076.999,89.8311174991017,52.32370891248259,4,161,213,91,56.5,32.83,74,false
wave1-moe-n3-long-p15,moe,3,long,1,12232,3993.291,8203.676,932.0633031752506,48.758629667968364,3722,400,556,212,53.0,32.83,81,false
wave1-moe-n3-long-p15,moe,3,long,2,7669,46.432,7603.629,86.1474844934528,52.60645936302257,4,400,516,226,56.5,32.83,78,false
wave1-moe-n3-long-p15,moe,3,long,3,7851,45.85,7786.833,87.24100327153762,51.3687657100133,4,400,528,222,55.5,32.83,78,false
wave1-moe-n3-long-p15,moe,3,long,4,7857,46.382,7792.011,86.2403518606356,51.33462978940866,4,400,527,223,55.8,32.83,78,false
wave1-moe-n3-long-p15,moe,3,long,5,7864,45.945,7799.801,87.06061595385788,51.28335966520171,4,400,531,222,55.5,32.83,78,false
wave1-moe-n4-medium-p15,moe,4,medium,1,6785,560.319,6210.577,778.1281734155009,44.4403152879354,436,276,496,154,55.8,33.37,77,false
wave1-moe-n4-medium-p15,moe,4,medium,2,4786,45.311,4727.514,88.2787844011388,42.72858842935209,4,202,380,107,53.0,32.89,77,false
wave1-moe-n4-medium-p15,moe,4,medium,3,2124,45.114,2065.315,88.66427273130293,47.4503889237235,4,98,164,59,60.2,32.89,75,false
wave1-moe-n4-medium-p15,moe,4,medium,4,4585,44.995,4526.689,88.8987665296144,44.84513957110815,4,203,364,112,55.2,32.89,77,false
wave1-moe-n4-medium-p15,moe,4,medium,5,3794,45.031,3736.046,88.82769647576114,46.30563970572098,4,173,300,100,57.8,32.89,75,false
wave1-moe-n4-long-p15,moe,4,long,1,13588,4019.759,9531.889,925.9261562695674,40.495645721430456,3722,386,752,200,51.8,32.89,83,false
wave1-moe-n4-long-p15,moe,4,long,2,8782,46.646,8715.857,85.75226171590276,45.89336424404393,4,400,681,228,57.0,32.89,79,false
wave1-moe-n4-long-p15,moe,4,long,3,9647,47.849,9581.728,83.59631340257896,41.74612345497597,4,400,753,210,52.5,32.89,79,false
wave1-moe-n4-long-p15,moe,4,long,4,9823,47.382,9758.253,84.42024397450508,40.9909437683159,4,400,764,207,51.7,32.89,79,false
wave1-moe-n4-long-p15,moe,4,long,5,8760,47.765,8693.201,83.7433267036533,43.252192144182565,4,376,684,205,54.5,32.89,79,false
wave1-moe-n6-medium-p15,moe,6,medium,1,6499,571.281,5914.874,763.1970956499516,33.81306178288836,436,200,558,106,53.0,33.01,78,false
wave1-moe-n6-medium-p15,moe,6,medium,2,6120,47.316,6059.878,84.537999830924,34.81918282843318,4,211,576,118,55.9,33.01,78,false
wave1-moe-n6-medium-p15,moe,6,medium,3,6336,48.4,6274.403,82.64462809917356,33.62869742348395,4,211,594,115,54.5,33.01,77,false
wave1-moe-n6-medium-p15,moe,6,medium,4,7717,47.491,7655.818,84.22648501821398,31.087468380256688,4,238,726,120,50.4,33.01,78,false
wave1-moe-n6-medium-p15,moe,6,medium,5,2432,48.875,2369.951,81.84143222506394,35.44377077838318,4,84,222,50,59.5,33.01,77,false
wave1-moe-n6-long-p15,moe,6,long,1,15811,4110.896,11663.777,905.3987257279192,34.29420847123535,3722,400,1073,220,55.0,33.01,82,false
wave1-moe-n6-long-p15,moe,6,long,2,11501,50.066,11433.061,79.8945392082451,34.98625608662457,4,400,1056,221,55.2,33.01,80,false
wave1-moe-n6-long-p15,moe,6,long,3,9961,49.61,9893.289,80.62890546260834,34.467809441329365,4,341,918,187,54.8,33.01,80,false
wave1-moe-n6-long-p15,moe,6,long,4,6832,49.957,6764.034,80.06885921892828,37.995078085059895,4,257,624,156,60.7,33.01,79,false
wave1-moe-n6-long-p15,moe,6,long,5,11188,50.303,11119.979,79.51812019163867,35.97129095297752,4,400,1021,227,56.8,33.01,81,false
wave1-moe-n8-medium-p15,moe,8,medium,1,6692,576.601,6101.615,756.1554697268995,18.68357803630678,436,114,456,60,52.6,33.13,77,false
wave1-moe-n8-medium-p15,moe,8,medium,2,9158,50.94,9093.924,78.52375343541422,21.882742807175426,4,199,688,116,58.3,33.13,78,false
wave1-moe-n8-medium-p15,moe,8,medium,3,10537,51.189,10472.253,78.14178827482466,20.33946276889987,4,213,784,118,55.4,33.13,80,false
wave1-moe-n8-medium-p15,moe,8,medium,4,8698,50.541,8633.971,79.14366553886944,23.048490665535017,4,199,648,121,60.8,33.13,79,false
wave1-moe-n8-medium-p15,moe,8,medium,5,5441,51.258,5376.541,78.03659916500838,21.947196161993368,4,118,400,67,56.8,33.13,78,false
wave1-moe-n8-long-p15,moe,8,long,1,21107,4127.039,16943.831,901.8572395366266,23.60741204276648,3722,400,1252,242,60.5,33.13,83,false
wave1-moe-n8-long-p15,moe,8,long,2,17235,52.718,17162.624,75.87541257255586,23.306459431844452,4,400,1256,241,60.2,33.13,81,false
wave1-moe-n8-long-p15,moe,8,long,3,17366,52.419,17295.637,76.30820885556764,23.127219887882706,4,400,1264,239,59.8,33.13,81,false
wave1-moe-n8-long-p15,moe,8,long,4,15607,52.223,15536.945,76.59460391015453,25.745086952422113,4,400,1130,257,64.2,33.13,80,false
wave1-moe-n8-long-p15,moe,8,long,5,17798,52.846,17726.132,75.69163229005034,22.565554628612716,4,400,1290,236,59.0,33.13,82,false
wave1-moe-n16-medium-p15,moe,16,medium,1,15750,666.177,15070.816,654.4807160859651,13.867862231215616,436,209,1440,122,58.4,33.62,81,false
wave1-moe-n16-medium-p15,moe,16,medium,2,15045,60.028,14971.854,66.63557006730193,13.358399033279381,4,200,1440,113,56.5,33.62,82,false
wave1-moe-n16-medium-p15,moe,16,medium,3,17154,60.842,17080.458,65.74405838072384,13.348588193595278,4,228,1648,124,54.4,33.62,82,false
wave1-moe-n16-medium-p15,moe,16,medium,4,10969,60.012,10895.669,66.65333599946678,15.051852254322336,4,164,1040,102,62.2,33.62,79,false
wave1-moe-n16-medium-p15,moe,16,medium,5,19148,60.652,19073.925,65.95000989250148,13.106898553915883,4,250,1824,139,55.6,33.62,82,false
wave1-moe-n16-long-p15,moe,16,long,1,30186,4265.096,25885.149,872.6649998030525,15.45287608736577,3722,400,2416,246,61.5,33.62,83,false
wave1-moe-n16-long-p15,moe,16,long,2,26868,61.511,26787.49,65.02901919981791,14.932343418513641,4,400,2501,241,60.2,33.62,83,false
wave1-moe-n16-long-p15,moe,16,long,3,27687,62.758,27605.802,63.73689410115045,14.489707634648688,4,400,2584,235,58.8,33.62,84,false
wave1-moe-n16-long-p15,moe,16,long,4,27220,62.018,27139.266,64.49740397948983,14.73879212503389,4,400,2528,237,59.2,33.63,84,false
wave1-moe-n16-long-p15,moe,16,long,5,26219,63.142,26136.743,63.34927623451902,15.304125690029549,4,400,2449,243,60.8,33.63,84,false
wave1-dense-n0-medium-p15,dense,0,medium,1,29381,1507.875,27860.596,289.1486363259554,10.30128716557248,436,287,0,0,0,26.37,86,true
wave1-dense-n0-medium-p15,dense,0,medium,2,18739,118.981,18606.923,33.618813087803936,10.318739965764356,4,192,0,0,0,26.37,79,false
wave1-dense-n0-medium-p15,dense,0,medium,3,17370,119.476,17237.662,33.479527269074964,10.326226375711508,4,178,0,0,0,26.37,79,false
wave1-dense-n0-medium-p15,dense,0,medium,4,14257,119.46,14124.397,33.48401138456387,10.336724463352311,4,146,0,0,0,26.37,79,false
wave1-dense-n0-medium-p15,dense,0,medium,5,17566,118.82,17434.427,33.664366268305,10.324400107901452,4,180,0,0,0,26.37,79,false
wave1-dense-n0-long-p15,dense,0,long,1,50696,11248.048,39358.63,330.90185959377123,10.16295536709484,3722,400,0,0,0,26.37,92,true
wave1-dense-n0-long-p15,dense,0,long,2,39502,121.322,39362.359,32.970112592934505,10.161992577731432,4,400,0,0,0,26.37,80,false
wave1-dense-n0-long-p15,dense,0,long,3,39494,121.467,39354.272,32.930754855228166,10.16408078899287,4,400,0,0,0,26.37,81,false
wave1-dense-n0-long-p15,dense,0,long,4,39494,122.374,39352.968,32.68668181149591,10.164417585987415,4,400,0,0,0,26.37,82,false
wave1-dense-n0-long-p15,dense,0,long,5,39495,121.755,39355.265,32.8528602521457,10.163824332017585,4,400,0,0,0,26.37,82,false
wave1-dense-n1-medium-p15,dense,1,medium,1,19172,1553.744,17604.603,280.6125075945587,14.541651407873271,436,256,158,98,38.3,27.84,84,false
wave1-dense-n1-medium-p15,dense,1,medium,2,9156,125.426,9017.262,31.89131440052302,14.416793035402542,4,130,81,49,37.7,27.84,79,false
wave1-dense-n1-medium-p15,dense,1,medium,3,17508,125.888,17368.775,31.774275546517536,15.14211566446108,4,263,156,106,40.3,27.84,80,false
wave1-dense-n1-medium-p15,dense,1,medium,4,16163,125.565,16024.378,31.856010831043683,15.101990230135609,4,242,144,98,40.5,27.84,80,false
wave1-dense-n1-medium-p15,dense,1,medium,5,14051,125.537,13912.38,31.863116053434442,15.238226672934466,4,212,125,86,40.6,27.84,81,false
wave1-dense-n1-long-p15,dense,1,long,1,37777,11524.286,26161.057,322.9701171942453,15.289902086142773,3722,400,232,167,41.8,27.84,91,true
wave1-dense-n1-long-p15,dense,1,long,2,26645,129.487,26496.933,30.891131928301682,15.096086781062548,4,400,234,164,41.0,27.84,83,false
wave1-dense-n1-long-p15,dense,1,long,3,26205,128.457,26058.996,31.13882466506302,15.349785540471322,4,400,231,168,42.0,27.84,82,false
wave1-dense-n1-long-p15,dense,1,long,4,26418,129.491,26270.102,30.89017769574719,15.226434979201834,4,400,233,166,41.5,27.84,83,false
wave1-dense-n1-long-p15,dense,1,long,5,27208,130.499,27059.312,30.65157587414463,14.782341842246394,4,400,239,159,39.8,27.84,83,false
wave1-dense-n2-medium-p15,dense,2,medium,1,13460,1574.911,11870.707,276.84104054133854,17.10091909437239,436,203,190,108,53.2,27.99,82,false
wave1-dense-n2-medium-p15,dense,2,medium,2,10457,129.865,10313.565,30.801216648057597,15.610509072275203,4,161,166,78,48.4,27.99,81,false
wave1-dense-n2-medium-p15,dense,2,medium,3,13042,129.906,12899.115,30.791495388973566,16.590285457568214,4,214,208,109,50.9,27.99,82,false
wave1-dense-n2-medium-p15,dense,2,medium,4,11813,131.404,11668.522,30.440473653770052,17.740035970279695,4,207,188,112,54.1,27.99,81,false
wave1-dense-n2-medium-p15,dense,2,medium,5,10942,130.495,10797.738,30.65251542204682,16.670158138676825,4,180,174,94,52.2,27.99,81,false
wave1-dense-n2-long-p15,dense,2,long,1,35606,11605.69,23910.243,320.7047577524473,16.729231902829262,3722,400,379,209,52.2,27.99,91,true
wave1-dense-n2-long-p15,dense,2,long,2,23804,133.722,23651.632,29.91280417582746,16.912152193134073,4,400,374,211,52.8,27.99,83,false
wave1-dense-n2-long-p15,dense,2,long,3,23425,133.551,23273.362,29.9511048213791,17.187031250577377,4,400,369,214,53.5,27.99,84,false
wave1-dense-n2-long-p15,dense,2,long,4,25541,134.169,25388.185,29.81314610677578,15.75536021972425,4,400,402,197,49.2,27.99,85,false
wave1-dense-n2-long-p15,dense,2,long,5,24564,135.085,24410.761,29.61098567568568,16.386215898799712,4,400,387,205,51.2,27.99,84,false
wave1-dense-n3-medium-p15,dense,3,medium,1,11172,1585.063,9573.594,275.0679310538445,14.519103275112775,436,139,210,70,50.4,28.14,86,true
wave1-dense-n3-medium-p15,dense,3,medium,2,6443,134.513,6295.214,29.736902752893773,16.997039338138467,4,107,138,63,58.9,28.14,82,false
wave1-dense-n3-medium-p15,dense,3,medium,3,7262,134.61,7114.256,29.715474333259042,16.164726149860225,4,115,156,62,53.9,28.14,83,false
wave1-dense-n3-medium-p15,dense,3,medium,4,11928,135.292,11779.455,29.565680158472045,17.318288494671442,4,204,258,119,58.3,28.14,83,false
wave1-dense-n3-medium-p15,dense,3,medium,5,10001,135.041,9851.28,29.620633733458728,14.515880169886552,4,143,216,70,49.0,28.14,82,false
wave1-dense-n3-long-p15,dense,3,long,1,36927,11693.19,25144.342,318.30492791103194,15.908151424284636,3722,400,542,218,54.5,28.14,92,true
wave1-dense-n3-long-p15,dense,3,long,2,25307,138.057,25150.292,28.973539914672926,15.904387909293458,4,400,541,218,54.5,28.14,87,true
wave1-dense-n3-long-p15,dense,3,long,3,23489,138.587,23331.454,28.862736043063205,17.144237988768293,4,400,501,231,57.8,28.14,86,true
wave1-dense-n3-long-p15,dense,3,long,4,22507,139.015,22350.23,28.7738733230227,17.89690754860241,4,400,478,238,59.5,28.14,86,true
wave1-dense-n3-long-p15,dense,3,long,5,24712,138.595,24554.361,28.861070024171145,16.290385239509998,4,400,528,222,55.5,28.14,86,true
wave1-dense-n4-medium-p15,dense,4,medium,1,21457,1593.513,19849.365,273.6093147655526,15.416110288666665,436,306,532,172,56.2,28.28,87,true
wave1-dense-n4-medium-p15,dense,4,medium,2,10557,137.534,10406.178,29.083717480768392,15.759868801014168,4,164,280,95,57.9,28.28,84,false
wave1-dense-n4-medium-p15,dense,4,medium,3,8929,136.925,8777.663,29.213072850100417,16.860979966991213,4,148,236,88,59.5,28.28,84,false
wave1-dense-n4-medium-p15,dense,4,medium,4,16472,136.597,16321.394,29.283219982869316,14.643357056388687,4,239,440,128,53.6,28.28,85,false
wave1-dense-n4-medium-p15,dense,4,medium,5,11902,137.668,11750.949,29.05540866432286,16.76460343756066,4,197,316,119,60.4,28.28,84,false
wave1-dense-n4-long-p15,dense,4,long,1,36109,11724.936,24292.32,317.4430973439855,16.46610945352276,3722,400,638,238,59.5,28.28,93,true
wave1-dense-n4-long-p15,dense,4,long,2,25800,140.69,25640.135,28.431302864453762,15.60054188482237,4,400,672,229,57.2,28.28,88,true
wave1-dense-n4-long-p15,dense,4,long,3,24016,141.472,23856.058,28.27414612078715,16.767229522999987,4,400,629,241,60.2,28.28,89,true
wave1-dense-n4-long-p15,dense,4,long,4,24785,141.082,24625.262,28.352305751265224,16.243481998282903,4,400,649,236,59.0,28.28,88,true
wave1-dense-n4-long-p15,dense,4,long,5,24343,140.758,24183.47,28.4175677403771,16.54022354939138,4,400,638,239,59.8,28.28,89,true
wave1-dense-n6-medium-p15,dense,6,medium,1,11317,1606.304,9697.121,271.4305635794968,14.334151342444837,436,139,330,83,59.7,28.57,87,true
wave1-dense-n6-medium-p15,dense,6,medium,2,14640,142.542,14483.182,28.061904561462587,13.187709717381166,4,191,498,107,56.0,28.57,88,true
wave1-dense-n6-medium-p15,dense,6,medium,3,9760,143.401,9603.19,27.893808271908842,11.662791218334739,4,112,330,56,50.0,28.57,86,true
wave1-dense-n6-medium-p15,dense,6,medium,4,16047,142.42,15891.437,28.08594298553574,12.962956087608692,4,206,546,118,57.3,28.57,88,true
wave1-dense-n6-medium-p15,dense,6,medium,5,13243,144.166,13085.672,27.745793044129684,12.456372129761467,4,163,450,87,53.4,28.57,87,true
wave1-dense-n6-long-p15,dense,6,long,1,43037,11767.75,31178.156,316.28816043848656,12.829495111898215,3722,400,1036,224,56.0,28.58,92,true
wave1-dense-n6-long-p15,dense,6,long,2,30441,146.081,30276.378,27.382068852212132,13.211619963259805,4,400,1005,229,57.2,28.58,91,true
wave1-dense-n6-long-p15,dense,6,long,3,29032,147.382,28866.311,27.14035635287891,13.856983665145158,4,400,958,237,59.2,28.58,91,true
wave1-dense-n6-long-p15,dense,6,long,4,29735,146.53,29569.433,27.298164198457652,13.527482924681037,4,400,986,233,58.2,28.58,91,true
wave1-dense-n6-long-p15,dense,6,long,5,26439,146.27,26274.156,27.346687632460515,15.224085599552655,4,400,877,252,63.0,28.58,91,true
wave1-dense-n8-medium-p15,dense,8,medium,1,30514,1621.162,28879.59,268.94289404760286,7.964101983442286,436,230,792,134,58.3,28.87,90,true
wave1-dense-n8-medium-p15,dense,8,medium,2,18781,149.545,18616.349,26.747801665050655,8.057433817984398,4,150,512,89,59.3,28.87,88,true
wave1-dense-n8-medium-p15,dense,8,medium,3,23455,149.344,23291.408,26.78380115706021,8.543923149686785,4,199,640,118,59.3,28.87,88,true
wave1-dense-n8-medium-p15,dense,8,medium,4,25800,149.972,25636.897,26.67164537380311,7.8792686962076575,4,202,704,117,57.9,28.87,89,true
wave1-dense-n8-medium-p15,dense,8,medium,5,22892,148.471,22730.353,26.941288197695172,8.666825367824249,4,197,624,118,59.9,28.87,90,true
wave1-dense-n8-long-p15,dense,8,long,1,58564,11880.77,46592.096,313.2793581560791,8.585147145988024,3722,400,1257,241,60.2,28.87,92,true
wave1-dense-n8-long-p15,dense,8,long,2,43162,152.156,42992.038,26.288808854070822,9.304048344951687,4,400,1166,253,63.2,28.87,91,true
wave1-dense-n8-long-p15,dense,8,long,3,44714,152.581,44542.013,26.215583853821908,8.98028564627288,4,400,1198,246,61.5,28.87,92,true
wave1-dense-n8-long-p15,dense,8,long,4,46823,152.986,46651.464,26.146183310891196,8.574221807915825,4,400,1260,240,60.0,28.87,91,true
wave1-dense-n8-long-p15,dense,8,long,5,47075,152.714,46903.907,26.192752465392825,8.52807421778318,4,400,1266,239,59.8,28.87,91,true
wave1-dense-n16-medium-p15,dense,16,medium,1,34779,1672.056,33092.92,260.75681675733347,6.345768218700556,436,210,1376,127,60.5,30.04,88,true
wave1-dense-n16-medium-p15,dense,16,medium,2,32084,171.139,31900.121,23.372813911498838,6.677090660565207,4,213,1328,129,60.6,30.04,87,true
wave1-dense-n16-medium-p15,dense,16,medium,3,26324,170.722,26138.829,23.429903585946743,5.968132696380545,4,156,1088,91,58.3,30.04,88,true
wave1-dense-n16-medium-p15,dense,16,medium,4,25144,170.998,24959.58,23.392086457151546,6.0497812863838245,4,151,1040,90,59.6,30.04,87,true
wave1-dense-n16-medium-p15,dense,16,medium,5,23612,171.052,23427.234,23.38470172812946,6.573545984984826,4,154,976,96,62.3,30.04,87,true
wave1-dense-n16-long-p15,dense,16,long,1,76285,12111.27,64084.276,307.3170691430379,6.241780745092603,3722,400,2584,235,58.8,30.04,93,true
wave1-dense-n16-long-p15,dense,16,long,2,66238,174.735,66045.288,22.891807594357168,6.056450234572374,4,400,2662,230,57.5,30.04,89,true
wave1-dense-n16-long-p15,dense,16,long,3,61586,174.769,61392.915,22.887354164640183,6.515409799322935,4,400,2461,241,60.2,30.04,89,true
wave1-dense-n16-long-p15,dense,16,long,4,63501,173.669,63308.52,23.03232010318479,6.318264903365297,4,400,2534,236,59.0,30.04,89,true
wave1-dense-n16-long-p15,dense,16,long,5,57112,174.083,56919.136,22.977545193959205,7.027513558884661,4,400,2286,253,63.2,30.04,89,true
